CustomerID,Gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01300,Female,0,43,Yes,No,One year,Credit card (automatic),21.93,918.77,No
CUST-01301,Male,0,17,Yes,No,One year,Mailed check,73.77,1223.44,No
CUST-01302,Female,0,9,No,No,Month-to-month,Bank transfer (automatic),28.2,234.29,Yes
CUST-01303,Male,0,45,Yes,Fiber optic,Month-to-month,Electronic check,73.89,3021.64,Yes
CUST-01304,Female,0,63,Yes,No,Two year,Electronic check,57.46,3180.95,No
CUST-01305,Female,1,42,No,DSL,Two year,Bank transfer (automatic),59.7,2478.92,No
CUST-01306,Female,0,43,No,No,Month-to-month,Credit card (automatic),25.01,1000.49,No
CUST-01307,Male,1,61,No,No,One year,Mailed check,79.04,4580.37,No
CUST-01308,Female,0,52,No,No,Two year,Electronic check,53.0,2385.96,No
CUST-01309,Female,0,24,No,Fiber optic,One year,Mailed check,28.35,643.7,No
CUST-01310,Female,0,60,Yes,Fiber optic,One year,Credit card (automatic),22.33,1146.8,No
CUST-01311,Male,1,54,No,Fiber optic,Two year,Bank transfer (automatic),48.36,2589.54,No
CUST-01312,Male,0,42,No,DSL,Month-to-month,Electronic check,62.58,2293.38,Yes
CUST-01313,Female,0,69,Yes,DSL,One year,Credit card (automatic),28.13,1666.37,No
CUST-01314,Female,1,33,Yes,Fiber optic,Two year,Bank transfer (automatic),59.8,1919.06,No
CUST-01315,Female,0,40,No,No,Two year,Credit card (automatic),76.41,2690.08,No
CUST-01316,Male,0,66,Yes,No,Two year,Mailed check,72.07,4560.9,No
CUST-01317,Male,0,37,No,Fiber optic,Month-to-month,Bank transfer (automatic),71.12,2604.22,No
CUST-01318,Male,0,27,Yes,DSL,One year,Bank transfer (automatic),45.87,1166.14,No
CUST-01319,Female,1,1,No,DSL,Month-to-month,Electronic check,23.93,21.08,Yes
CUST-01320,Female,0,66,No,DSL,One year,Electronic check,91.75,5896.54,No
CUST-01321,Female,0,53,No,DSL,One year,Credit card (automatic),54.57,2522.46,No
CUST-01322,Male,0,18,Yes,Fiber optic,Month-to-month,Mailed check,101.3,1706.86,Yes
CUST-01323,Female,0,62,No,DSL,One year,Mailed check,27.3,1589.1,No
CUST-01324,Male,1,25,Yes,DSL,One year,Mailed check,41.26,880.62,No
CUST-01325,Female,0,38,Yes,Fiber optic,One year,Credit card (automatic),50.85,1648.17,No
CUST-01326,Male,0,2,Yes,DSL,Two year,Bank transfer (automatic),65.58,126.42,No
CUST-01327,Female,0,29,Yes,No,Month-to-month,Bank transfer (automatic),47.27,1267.74,Yes
CUST-01328,Female,1,58,Yes,DSL,Month-to-month,Mailed check,54.84,2845.87,No
CUST-01329,Male,0,25,No,No,Two year,Credit card (automatic),115.33,2507.27,No
CUST-01330,Male,0,28,Yes,DSL,Two year,Credit card (automatic),108.71,2754.58,No
CUST-01331,Male,0,34,Yes,Fiber optic,Two year,Electronic check,112.44,3589.04,No
CUST-01332,Female,0,31,No,DSL,Two year,Bank transfer (automatic),114.38,3058.58,No
CUST-01333,Female,0,33,Yes,DSL,One year,Bank transfer (automatic),56.08,1756.96,No
CUST-01334,Female,0,5,No,DSL,Month-to-month,Mailed check,83.99,369.86,Yes
CUST-01335,Male,0,3,Yes,Fiber optic,Month-to-month,Credit card (automatic),104.77,311.6,Yes
CUST-01336,Female,1,61,No,Fiber optic,One year,Credit card (automatic),55.37,2911.9,No
CUST-01337,Male,0,43,Yes,No,Month-to-month,Bank transfer (automatic),90.76,3868.15,No
CUST-01338,Female,1,35,No,DSL,Month-to-month,Bank transfer (automatic),48.32,1461.53,Yes
CUST-01339,Male,1,28,Yes,Fiber optic,Two year,Mailed check,89.8,2442.11,No
CUST-01340,Male,0,19,Yes,Fiber optic,One year,Credit card (automatic),91.49,1564.76,No
CUST-01341,Male,0,7,No,Fiber optic,One year,Mailed check,50.42,325.58,Yes
CUST-01342,Male,1,32,No,DSL,Month-to-month,Credit card (automatic),107.77,3118.58,Yes
CUST-01343,Male,0,20,Yes,Fiber optic,Two year,Mailed check,89.68,1630.74,No
CUST-01344,Male,0,68,Yes,DSL,Month-to-month,Bank transfer (automatic),41.09,2473.76,No
CUST-01345,Male,0,33,Yes,No,One year,Credit card (automatic),62.4,1862.59,No
CUST-01346,Female,0,11,Yes,DSL,One year,Bank transfer (automatic),74.14,778.24,Yes
CUST-01347,Male,0,36,Yes,Fiber optic,Two year,Electronic check,95.56,3035.79,Yes
CUST-01348,Female,0,3,No,Fiber optic,Month-to-month,Credit card (automatic),25.48,71.04,Yes
CUST-01349,Female,0,20,No,Fiber optic,One year,Bank transfer (automatic),36.28,636.9,No
CUST-01350,Female,0,38,Yes,DSL,One year,Credit card (automatic),51.17,1694.08,No
CUST-01351,Female,0,19,No,DSL,Two year,Mailed check,100.37,1658.3,No
CUST-01352,Female,0,12,Yes,No,Month-to-month,Mailed check,62.44,643.41,No
CUST-01353,Male,0,71,No,Fiber optic,Month-to-month,Bank transfer (automatic),65.01,4400.42,No
CUST-01354,Male,1,29,Yes,Fiber optic,One year,Credit card (automatic),32.02,824.6,No
CUST-01355,Male,1,9,Yes,No,Month-to-month,Mailed check,111.99,907.81,Yes
CUST-01356,Female,0,60,No,No,One year,Credit card (automatic),85.02,4502.6,No
CUST-01357,Female,0,56,No,No,Month-to-month,Credit card (automatic),119.13,5970.82,No
CUST-01358,Female,0,29,No,No,Two year,Credit card (automatic),83.54,2291.93,No
CUST-01359,Female,1,17,No,DSL,Two year,Bank transfer (automatic),114.44,1806.58,No
CUST-01360,Female,0,59,No,DSL,Two year,Electronic check,51.32,2717.6,No
CUST-01361,Female,1,39,Yes,DSL,Month-to-month,Credit card (automatic),100.66,3705.26,Yes
CUST-01362,Male,1,9,Yes,DSL,One year,Electronic check,68.8,594.49,No
CUST-01363,Female,0,54,No,DSL,Two year,Mailed check,70.7,3612.63,No
CUST-01364,Male,1,7,No,Fiber optic,Month-to-month,Credit card (automatic),57.43,394.55,Yes
CUST-01365,Female,0,44,Yes,No,Two year,Electronic check,46.57,1844.28,No
CUST-01366,Male,0,11,No,No,One year,Credit card (automatic),78.2,731.33,No
CUST-01367,Female,0,61,Yes,DSL,Month-to-month,Electronic check,98.17,5203.3,No
CUST-01368,Male,0,26,No,No,Month-to-month,Electronic check,106.06,2554.35,No
CUST-01369,Male,0,11,No,DSL,One year,Mailed check,64.29,683.34,Yes
CUST-01370,Male,0,68,No,No,Month-to-month,Electronic check,89.19,5848.33,No
CUST-01371,Male,0,3,Yes,DSL,Month-to-month,Bank transfer (automatic),88.26,237.01,Yes
CUST-01372,Female,0,46,No,DSL,Month-to-month,Mailed check,49.23,2075.46,No
CUST-01373,Female,0,3,No,DSL,Month-to-month,Bank transfer (automatic),113.24,302.94,Yes
CUST-01374,Male,0,17,Yes,Fiber optic,Two year,Credit card (automatic),82.99,1256.35,No
CUST-01375,Male,0,37,No,No,One year,Mailed check,75.28,2371.04,No
CUST-01376,Male,0,67,No,No,One year,Bank transfer (automatic),47.7,2973.32,No
CUST-01377,Female,1,1,Yes,Fiber optic,One year,Credit card (automatic),32.96,30.76,Yes
CUST-01378,Female,0,25,Yes,No,Month-to-month,Credit card (automatic),95.11,2281.48,Yes
CUST-01379,Male,0,52,Yes,Fiber optic,Two year,Electronic check,64.01,2977.59,No
CUST-01380,Female,0,38,No,Fiber optic,Month-to-month,Bank transfer (automatic),39.99,1457.22,Yes
CUST-01381,Female,0,35,No,No,Two year,Bank transfer (automatic),38.53,1192.6,No
CUST-01382,Male,0,40,Yes,Fiber optic,One year,Mailed check,118.57,4329.75,No
CUST-01383,Female,0,4,No,No,Month-to-month,Bank transfer (automatic),38.42,153.07,Yes
CUST-01384,Male,1,25,Yes,Fiber optic,Two year,Electronic check,43.01,955.06,No
CUST-01385,Male,0,63,Yes,DSL,Two year,Credit card (automatic),92.83,5094.2,No
CUST-01386,Male,0,2,Yes,DSL,Two year,Bank transfer (automatic),83.39,147.14,No
CUST-01387,Male,0,27,Yes,DSL,Two year,Credit card (automatic),75.3,1841.87,No
CUST-01388,Female,1,41,No,No,Month-to-month,Electronic check,86.33,3227.01,Yes
CUST-01389,Female,0,53,No,No,One year,Mailed check,107.14,5259.14,No
CUST-01390,Female,0,15,No,DSL,Two year,Bank transfer (automatic),103.96,1491.51,No
CUST-01391,Female,0,50,Yes,DSL,Two year,Mailed check,69.8,3065.91,No
CUST-01392,Female,0,14,Yes,No,Two year,Credit card (automatic),59.76,763.7,No
CUST-01393,Female,1,44,No,DSL,Month-to-month,Electronic check,45.96,1753.0,Yes
CUST-01394,Male,1,15,No,No,One year,Bank transfer (automatic),27.07,386.23,No
CUST-01395,Female,1,51,No,No,One year,Credit card (automatic),55.34,2812.7,No
CUST-01396,Male,0,46,No,Fiber optic,Month-to-month,Credit card (automatic),100.34,4164.53,Yes
CUST-01397,Female,0,29,No,No,Month-to-month,Mailed check,50.2,1368.58,Yes
CUST-01398,Female,1,20,No,DSL,Two year,Mailed check,90.5,1778.82,No
CUST-01399,Female,0,58,Yes,Fiber optic,One year,Credit card (automatic),60.83,3390.31,No
CUST-01400,Female,1,30,No,No,Two year,Mailed check,97.37,2613.74,No
CUST-01401,Male,0,66,Yes,Fiber optic,Two year,Mailed check,78.71,4705.21,No
CUST-01402,Male,1,21,No,Fiber optic,Month-to-month,Bank transfer (automatic),81.31,1584.38,Yes
CUST-01403,Female,0,34,Yes,DSL,Two year,Bank transfer (automatic),97.86,3051.75,No
CUST-01404,Female,0,69,Yes,Fiber optic,One year,Electronic check,28.67,1710.32,No
CUST-01405,Male,0,11,Yes,No,Two year,Credit card (automatic),70.43,747.14,No
CUST-01406,Male,0,35,No,No,Two year,Credit card (automatic),115.24,3441.07,No
CUST-01407,Female,0,16,No,DSL,Two year,Bank transfer (automatic),104.65,1653.09,No
CUST-01408,Male,0,40,Yes,No,Month-to-month,Credit card (automatic),22.84,825.6,No
CUST-01409,Female,0,72,Yes,No,One year,Electronic check,31.53,2182.74,No
CUST-01410,Male,0,5,No,DSL,Two year,Electronic check,22.96,108.7,No
CUST-01411,Female,0,70,No,DSL,Month-to-month,Mailed check,82.67,5144.17,No
CUST-01412,Female,0,7,No,No,Month-to-month,Bank transfer (automatic),71.2,424.23,Yes
CUST-01413,Male,1,58,No,DSL,Month-to-month,Bank transfer (automatic),79.88,4613.98,No
CUST-01414,Female,1,29,Yes,No,Two year,Mailed check,105.23,2854.15,No
CUST-01415,Female,0,37,Yes,DSL,Two year,Credit card (automatic),116.6,4282.56,No
CUST-01416,Male,1,37,Yes,No,Month-to-month,Mailed check,76.95,2435.0,No
CUST-01417,Male,1,60,Yes,DSL,One year,Mailed check,34.32,1853.51,No
CUST-01418,Female,0,8,No,Fiber optic,Month-to-month,Credit card (automatic),90.74,668.13,No
CUST-01419,Male,1,39,No,Fiber optic,Two year,Bank transfer (automatic),70.38,2729.96,No
CUST-01420,Female,1,49,Yes,DSL,Month-to-month,Bank transfer (automatic),77.33,3379.68,No
CUST-01421,Female,0,65,Yes,No,One year,Credit card (automatic),53.86,3457.84,No
CUST-01422,Male,0,58,No,DSL,Month-to-month,Bank transfer (automatic),96.62,5434.9,No
CUST-01423,Female,0,17,No,No,Two year,Mailed check,57.81,838.54,No
CUST-01424,Female,0,17,No,No,One year,Bank transfer (automatic),106.74,1770.94,No
CUST-01425,Female,0,28,No,Fiber optic,Two year,Electronic check,65.21,1679.98,No
CUST-01426,Female,1,19,No,Fiber optic,One year,Electronic check,23.93,443.54,No
CUST-01427,Male,0,50,Yes,No,One year,Mailed check,94.92,4183.43,No
CUST-01428,Male,0,27,Yes,DSL,Month-to-month,Mailed check,106.1,2824.01,No
CUST-01429,Male,1,4,Yes,DSL,One year,Mailed check,50.22,186.93,No
CUST-01430,Male,1,26,No,No,Month-to-month,Mailed check,53.52,1276.17,No
CUST-01431,Male,0,1,Yes,DSL,Two year,Bank transfer (automatic),28.08,26.4,No
CUST-01432,Female,0,57,No,DSL,Month-to-month,Mailed check,21.45,1091.67,No
CUST-01433,Male,0,38,Yes,DSL,Two year,Credit card (automatic),80.19,2625.92,No
CUST-01434,Female,0,40,Yes,DSL,One year,Credit card (automatic),82.32,3068.58,No
CUST-01435,Male,0,3,No,No,Two year,Electronic check,91.43,242.12,No
CUST-01436,Female,1,52,Yes,No,One year,Mailed check,27.02,1345.91,No
CUST-01437,Male,0,54,Yes,DSL,One year,Bank transfer (automatic),28.72,1474.02,No
CUST-01438,Male,0,20,Yes,No,One year,Bank transfer (automatic),99.87,1965.57,No
CUST-01439,Male,0,65,Yes,DSL,Two year,Credit card (automatic),77.94,4998.87,No
CUST-01440,Male,1,1,No,No,Month-to-month,Electronic check,68.08,60.21,Yes
CUST-01441,Male,0,5,Yes,Fiber optic,One year,Mailed check,29.07,142.96,No
CUST-01442,Female,0,20,No,No,One year,Bank transfer (automatic),53.93,995.4,No
CUST-01443,Male,0,61,Yes,DSL,One year,Bank transfer (automatic),94.87,4956.62,No
CUST-01444,Male,0,48,Yes,No,Two year,Electronic check,63.92,2639.47,No
CUST-01445,Male,0,23,Yes,Fiber optic,Two year,Credit card (automatic),112.87,2300.0,No
CUST-01446,Male,1,6,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),52.2,298.49,Yes
CUST-01447,Female,1,37,No,DSL,Two year,Bank transfer (automatic),109.57,4021.18,No
CUST-01448,Female,0,55,Yes,Fiber optic,Two year,Credit card (automatic),83.37,4198.75,No
CUST-01449,Male,0,47,Yes,DSL,Month-to-month,Credit card (automatic),99.31,4349.76,Yes
CUST-01450,Male,0,68,Yes,Fiber optic,Two year,Electronic check,92.75,5502.9,No
CUST-01451,Female,0,15,No,DSL,One year,Electronic check,67.88,950.62,No
CUST-01452,Female,0,6,No,No,Two year,Electronic check,51.0,301.84,No
CUST-01453,Female,0,6,No,No,Month-to-month,Bank transfer (automatic),70.6,400.93,No
CUST-01454,Male,1,17,No,Fiber optic,Month-to-month,Bank transfer (automatic),100.73,1650.69,No
CUST-01455,Female,0,29,Yes,DSL,Month-to-month,Credit card (automatic),36.11,1027.05,No
CUST-01456,Male,0,42,Yes,Fiber optic,Month-to-month,Mailed check,75.2,2710.46,Yes
CUST-01457,Male,0,2,No,DSL,Two year,Credit card (automatic),22.81,40.41,No
CUST-01458,Female,1,60,Yes,No,One year,Mailed check,51.02,2639.99,No
CUST-01459,Male,1,22,Yes,Fiber optic,Two year,Mailed check,70.75,1414.82,Yes
CUST-01460,Male,0,36,No,Fiber optic,Month-to-month,Bank transfer (automatic),41.98,1446.28,No
CUST-01461,Male,0,58,Yes,DSL,Two year,Bank transfer (automatic),92.92,5107.2,No
CUST-01462,Female,0,28,Yes,Fiber optic,One year,Electronic check,110.04,2639.33,No
CUST-01463,Male,0,31,Yes,No,Two year,Bank transfer (automatic),54.32,1647.2,No
CUST-01464,Male,1,9,Yes,DSL,Two year,Bank transfer (automatic),116.51,994.28,No
CUST-01465,Female,0,23,No,Fiber optic,Month-to-month,Electronic check,101.43,2275.03,No
CUST-01466,Male,0,8,Yes,No,Two year,Bank transfer (automatic),105.55,830.65,Yes
CUST-01467,Male,1,64,No,DSL,Two year,Bank transfer (automatic),115.36,7022.22,No
CUST-01468,Female,0,36,No,Fiber optic,Month-to-month,Mailed check,59.62,1848.85,Yes
CUST-01469,Male,0,6,Yes,DSL,Month-to-month,Mailed check,31.43,167.8,No
CUST-01470,Male,0,10,Yes,DSL,One year,Credit card (automatic),100.16,949.32,No
CUST-01471,Male,0,40,No,Fiber optic,One year,Mailed check,103.24,3960.02,No
CUST-01472,Female,0,60,No,DSL,Month-to-month,Mailed check,106.37,5731.65,Yes
CUST-01473,Male,0,33,Yes,Fiber optic,Month-to-month,Mailed check,119.92,3896.59,No
CUST-01474,Male,0,64,Yes,No,Two year,Mailed check,103.92,5986.57,No
CUST-01475,Female,0,19,No,No,Month-to-month,Mailed check,76.06,1434.98,Yes
CUST-01476,Male,0,18,No,Fiber optic,Two year,Bank transfer (automatic),111.53,1810.72,No
CUST-01477,Female,0,39,No,No,Month-to-month,Electronic check,78.54,3004.09,No
CUST-01478,Female,1,37,Yes,No,Month-to-month,Bank transfer (automatic),69.12,2423.16,No
CUST-01479,Female,1,1,Yes,Fiber optic,Two year,Mailed check,54.59,53.19,No
CUST-01480,Male,0,30,Yes,No,One year,Mailed check,21.11,559.12,No
CUST-01481,Male,0,38,No,No,One year,Credit card (automatic),49.11,1653.17,No
CUST-01482,Male,0,3,Yes,DSL,Month-to-month,Mailed check,42.73,109.35,Yes
CUST-01483,Female,0,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),69.16,125.33,No
CUST-01484,Male,0,65,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),50.57,3156.99,No
CUST-01485,Male,0,44,Yes,Fiber optic,One year,Credit card (automatic),109.25,4101.13,No
CUST-01486,Male,1,59,Yes,DSL,Month-to-month,Mailed check,85.29,4716.01,No
CUST-01487,Female,1,40,No,DSL,One year,Electronic check,58.08,2096.23,No
CUST-01488,Male,0,23,Yes,Fiber optic,Two year,Credit card (automatic),25.26,577.26,No
CUST-01489,Female,0,34,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),43.91,1466.39,No
CUST-01490,Male,0,71,Yes,No,One year,Bank transfer (automatic),52.37,3261.23,No
CUST-01491,Female,0,16,No,No,Two year,Mailed check,22.91,317.04,No
CUST-01492,Female,0,33,No,No,Two year,Electronic check,43.56,1333.16,No
CUST-01493,Male,0,34,Yes,Fiber optic,One year,Electronic check,85.67,2693.16,Yes
CUST-01494,Male,0,20,Yes,Fiber optic,Month-to-month,Credit card (automatic),108.36,2076.91,No
CUST-01495,Female,0,25,No,No,One year,Credit card (automatic),99.63,2209.51,Yes
CUST-01496,Female,1,38,No,No,One year,Mailed check,83.04,2738.83,No
CUST-01497,Male,1,58,No,Fiber optic,Month-to-month,Electronic check,111.52,6045.68,Yes
CUST-01498,Male,1,14,No,Fiber optic,Month-to-month,Bank transfer (automatic),83.89,1017.02,Yes
CUST-01499,Male,0,36,Yes,Fiber optic,Two year,Credit card (automatic),57.31,1861.68,No
CUST-01500,Female,0,30,No,DSL,One year,Mailed check,67.51,1931.01,No
CUST-01501,Male,0,24,No,No,One year,Electronic check,29.81,650.42,Yes
CUST-01502,Female,0,33,Yes,DSL,Month-to-month,Electronic check,37.17,1180.8,Yes
CUST-01503,Female,0,23,No,Fiber optic,Month-to-month,Electronic check,60.36,1323.31,No
CUST-01504,Male,0,26,No,DSL,Two year,Bank transfer (automatic),59.58,1430.69,No
CUST-01505,Female,0,39,Yes,No,Two year,Mailed check,24.62,947.45,No
CUST-01506,Female,0,35,No,No,Month-to-month,Mailed check,110.98,3658.85,No
CUST-01507,Female,0,29,Yes,No,Month-to-month,Bank transfer (automatic),82.09,2312.28,Yes
CUST-01508,Female,0,20,Yes,Fiber optic,One year,Bank transfer (automatic),90.5,1651.65,No
CUST-01509,Female,1,8,No,DSL,Two year,Credit card (automatic),28.98,212.06,No
CUST-01510,Female,0,16,No,DSL,Month-to-month,Mailed check,90.19,1365.74,No
CUST-01511,Female,0,63,Yes,Fiber optic,One year,Bank transfer (automatic),67.91,3751.0,No
CUST-01512,Female,0,59,No,DSL,Two year,Credit card (automatic),79.82,4494.62,No
CUST-01513,Female,0,7,Yes,No,Two year,Credit card (automatic),95.33,589.31,No
CUST-01514,Female,1,61,Yes,No,Month-to-month,Electronic check,70.01,4113.52,No
CUST-01515,Male,1,14,Yes,Fiber optic,Month-to-month,Electronic check,70.36,904.34,No
CUST-01516,Male,0,57,No,DSL,Two year,Credit card (automatic),41.99,2300.03,No
CUST-01517,Female,1,53,No,Fiber optic,One year,Bank transfer (automatic),72.33,3721.69,Yes
CUST-01518,Male,1,30,No,DSL,Two year,Mailed check,105.3,2874.06,No
CUST-01519,Female,1,70,Yes,No,Two year,Electronic check,64.49,4438.05,No
CUST-01520,Male,0,58,Yes,Fiber optic,One year,Credit card (automatic),102.77,5272.8,No
CUST-01521,Male,0,2,Yes,No,Month-to-month,Credit card (automatic),21.85,42.4,Yes
CUST-01522,Male,0,15,Yes,Fiber optic,Two year,Bank transfer (automatic),90.93,1354.43,No
CUST-01523,Female,0,70,No,Fiber optic,One year,Mailed check,84.57,5035.88,No
CUST-01524,Male,1,16,No,Fiber optic,Two year,Credit card (automatic),111.68,1565.53,No
CUST-01525,Male,0,71,Yes,DSL,Month-to-month,Mailed check,84.08,5191.63,No
CUST-01526,Female,0,38,Yes,Fiber optic,Two year,Bank transfer (automatic),104.1,3619.43,No
CUST-01527,Female,0,72,No,DSL,Two year,Bank transfer (automatic),63.29,4153.07,No
CUST-01528,Male,0,70,No,DSL,One year,Mailed check,101.25,6238.17,No
CUST-01529,Female,0,24,No,Fiber optic,Two year,Electronic check,97.44,2300.01,No
CUST-01530,Female,0,22,No,DSL,One year,Bank transfer (automatic),64.42,1382.83,No
CUST-01531,Female,0,39,No,No,Two year,Bank transfer (automatic),66.85,2234.88,No
CUST-01532,Female,0,53,Yes,No,One year,Mailed check,65.93,3281.53,No
CUST-01533,Male,0,70,Yes,Fiber optic,One year,Credit card (automatic),24.35,1508.22,No
CUST-01534,Male,0,61,Yes,DSL,Two year,Credit card (automatic),60.17,3638.13,No
CUST-01535,Male,0,56,No,Fiber optic,Two year,Mailed check,50.8,2473.87,No
CUST-01536,Female,1,4,Yes,No,Month-to-month,Mailed check,80.24,277.7,No
CUST-01537,Female,0,19,No,DSL,Two year,Electronic check,94.08,1759.18,No
CUST-01538,Female,0,52,No,Fiber optic,Month-to-month,Mailed check,53.33,2502.0,No
CUST-01539,Female,0,72,Yes,Fiber optic,One year,Credit card (automatic),42.03,2709.86,No
CUST-01540,Male,0,48,No,No,Month-to-month,Credit card (automatic),87.64,3885.56,Yes
CUST-01541,Female,0,52,No,DSL,Month-to-month,Electronic check,30.12,1386.83,Yes
CUST-01542,Male,0,54,No,DSL,Two year,Electronic check,79.77,4132.56,No
CUST-01543,Male,1,39,No,Fiber optic,Month-to-month,Bank transfer (automatic),77.85,2806.14,No
CUST-01544,Female,0,50,Yes,No,Two year,Electronic check,91.02,4482.31,No
CUST-01545,Female,0,59,No,Fiber optic,Month-to-month,Mailed check,99.6,5421.52,No
CUST-01546,Female,0,28,Yes,No,Month-to-month,Bank transfer (automatic),93.02,2312.21,Yes
CUST-01547,Male,0,64,Yes,Fiber optic,Two year,Credit card (automatic),40.31,2557.79,Yes
CUST-01548,Female,0,22,Yes,DSL,Two year,Mailed check,85.29,1848.49,No
CUST-01549,Female,0,27,No,DSL,One year,Mailed check,101.41,2710.05,Yes
CUST-01550,Male,0,29,Yes,DSL,Two year,Mailed check,45.95,1229.78,No
CUST-01551,Female,0,57,Yes,No,Month-to-month,Bank transfer (automatic),84.48,4379.65,No
CUST-01552,Male,0,33,Yes,Fiber optic,One year,Electronic check,30.9,1001.74,Yes
CUST-01553,Female,1,15,No,DSL,Month-to-month,Mailed check,92.93,1280.66,No
CUST-01554,Male,0,7,No,Fiber optic,One year,Bank transfer (automatic),42.84,283.54,No
CUST-01555,Male,1,16,No,Fiber optic,Two year,Bank transfer (automatic),105.58,1475.43,No
CUST-01556,Male,0,30,No,DSL,One year,Electronic check,118.91,3129.62,No
CUST-01557,Male,0,17,Yes,DSL,Two year,Mailed check,81.33,1217.14,No
CUST-01558,Female,0,33,No,DSL,One year,Electronic check,86.76,2772.04,Yes
CUST-01559,Female,0,25,Yes,DSL,Two year,Bank transfer (automatic),23.49,511.45,No
CUST-01560,Female,0,15,No,Fiber optic,Two year,Bank transfer (automatic),81.48,1162.42,No
CUST-01561,Male,1,16,No,DSL,Two year,Mailed check,57.94,909.65,No
CUST-01562,Female,1,69,Yes,DSL,Two year,Bank transfer (automatic),112.63,7556.02,No
CUST-01563,Male,0,53,Yes,DSL,Two year,Electronic check,80.62,4204.65,No
CUST-01564,Female,1,28,No,No,Two year,Bank transfer (automatic),27.91,764.67,No
CUST-01565,Male,0,28,Yes,DSL,One year,Electronic check,46.82,1136.62,No
CUST-01566,Female,1,28,No,Fiber optic,One year,Mailed check,75.1,1998.82,No
CUST-01567,Female,0,38,No,No,Two year,Bank transfer (automatic),116.5,3791.55,No
CUST-01568,Female,0,50,No,Fiber optic,Two year,Electronic check,77.37,3465.75,No
CUST-01569,Male,0,5,No,DSL,Month-to-month,Credit card (automatic),34.61,157.17,No
CUST-01570,Male,0,14,No,Fiber optic,One year,Mailed check,117.59,1529.3,No
CUST-01571,Female,0,7,Yes,DSL,One year,Mailed check,73.31,505.16,No
CUST-01572,Female,0,27,No,DSL,Two year,Mailed check,40.28,987.62,No
CUST-01573,Male,1,18,Yes,DSL,Two year,Credit card (automatic),55.34,927.5,No
CUST-01574,Female,0,29,No,DSL,Month-to-month,Bank transfer (automatic),112.12,2831.99,Yes
CUST-01575,Male,0,63,No,Fiber optic,One year,Mailed check,47.53,2606.83,No
CUST-01576,Male,0,40,No,No,Two year,Bank transfer (automatic),84.7,3141.15,No
CUST-01577,Female,0,10,Yes,Fiber optic,Month-to-month,Electronic check,58.89,547.74,No
CUST-01578,Male,0,30,No,DSL,One year,Credit card (automatic),21.48,607.65,No
CUST-01579,Male,0,64,Yes,Fiber optic,One year,Mailed check,37.19,2132.98,No
CUST-01580,Female,0,14,No,DSL,One year,Electronic check,35.82,459.73,No
CUST-01581,Male,0,36,Yes,DSL,One year,Electronic check,53.71,1882.56,Yes
CUST-01582,Female,0,69,No,No,Month-to-month,Credit card (automatic),107.17,6760.11,No
CUST-01583,Female,0,49,No,No,Two year,Mailed check,44.21,2089.48,No
CUST-01584,Male,1,11,Yes,DSL,One year,Mailed check,108.39,1174.16,No
CUST-01585,Male,1,15,Yes,No,One year,Credit card (automatic),112.8,1557.39,No
CUST-01586,Female,0,50,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),66.16,3199.05,Yes
CUST-01587,Female,1,31,No,No,Month-to-month,Mailed check,34.14,941.63,Yes
CUST-01588,Female,0,63,Yes,No,Two year,Credit card (automatic),41.3,2269.58,No
CUST-01589,Male,1,30,No,Fiber optic,Month-to-month,Mailed check,33.82,1006.71,No
CUST-01590,Female,0,51,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),78.85,3967.78,No
CUST-01591,Female,0,46,Yes,Fiber optic,Two year,Credit card (automatic),86.63,3487.6,No
CUST-01592,Female,1,20,Yes,DSL,Month-to-month,Electronic check,96.49,1802.54,Yes
CUST-01593,Male,0,35,Yes,Fiber optic,Two year,Credit card (automatic),67.53,2025.87,No
CUST-01594,Female,0,19,No,DSL,Month-to-month,Bank transfer (automatic),89.29,1548.02,Yes
CUST-01595,Male,0,39,No,Fiber optic,One year,Credit card (automatic),44.63,1708.89,Yes
CUST-01596,Female,0,46,No,Fiber optic,One year,Electronic check,97.54,3960.47,No
CUST-01597,Female,1,49,Yes,Fiber optic,One year,Credit card (automatic),99.32,4577.06,No
CUST-01598,Male,0,33,No,No,Two year,Mailed check,36.89,1127.88,No
CUST-01599,Male,0,18,No,No,One year,Electronic check,95.41,1589.78,No
CUST-01600,Male,0,58,Yes,Fiber optic,Two year,Credit card (automatic),80.93,4412.52,No
CUST-01601,Male,0,23,Yes,No,Two year,Electronic check,104.69,2172.01,No
CUST-01602,Female,0,25,Yes,Fiber optic,One year,Credit card (automatic),34.32,831.12,No
CUST-01603,Female,0,59,No,Fiber optic,Month-to-month,Bank transfer (automatic),27.42,1603.19,No
CUST-01604,Male,1,4,No,Fiber optic,Month-to-month,Mailed check,53.63,185.91,No
CUST-01605,Male,0,1,Yes,No,One year,Credit card (automatic),31.36,31.11,No
CUST-01606,Male,0,49,Yes,Fiber optic,Month-to-month,Mailed check,32.55,1593.11,No
